model,triad_id,arm,p_target,p_competitor,p_decoy,p_target_cond_tc,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
GPT-4.1 Mini,0,baseline,1,0,0,1,0.1284946236559138,30,NA,NA
GPT-4.1 Mini,0,treatment,1,0,0,1,0.1284946236559138,30,0.1667460695569319,6
GPT-4.1 Mini,1,baseline,1,0,0,1,0.12507817385866157,12,NA,NA
GPT-4.1 Mini,2,baseline,1,0,0,1,0.2309468822170901,18,NA,NA
GPT-4.1 Mini,2,treatment,1,0,0,1,0.2309468822170901,18,0.5003126954346465,3
GPT-4.1 Mini,3,baseline,1,0,0,1,0.25502713054580284,9,NA,NA
GPT-4.1 Mini,3,treatment,1,0,0,1,0.25502713054580284,9,0.06408952187182103,7
GPT-4.1 Mini,4,baseline,1,0,0,1,0.21428571428571427,11,NA,NA
GPT-4.1 Mini,4,treatment,1,0,0,1,0.21428571428571427,11,0.23835294117647063,5
GPT-4.1 Mini,5,baseline,1,0,0,1,0.27043618739903075,19,NA,NA
GPT-4.1 Mini,5,treatment,1,0,0,1,0.27043618739903075,19,0.06408952187182103,7
GPT-4.1 Mini,7,baseline,1,0,0,1,0.2350584307178632,25,NA,NA
GPT-4.1 Mini,7,treatment,1,0,0,1,0.2350584307178632,25,0.0629899972965666,3
GPT-4.1 Mini,8,baseline,1,0,0,1,0.09689213893967091,13,NA,NA
GPT-4.1 Mini,8,treatment,1,0,0,1,0.09689213893967091,13,0.13330000000000003,5
GPT-4.1 Mini,9,baseline,1,0,0,1,0.2431078610603291,8,NA,NA
GPT-4.1 Mini,9,treatment,1,0,0,1,0.2431078610603291,8,0.08529662637136386,8
GPT-4.1 Mini,10,baseline,1,0,0,1,0.2643982066904242,5,NA,NA
GPT-4.1 Mini,10,treatment,0,0,1,NA,0.2643982066904242,5,0.9546322392944816,5
GPT-4.1 Mini,11,baseline,1,0,0,1,0.09805579036348268,20,NA,NA
GPT-4.1 Mini,11,treatment,1,0,0,1,0.09805579036348268,20,0.07698229407236336,7
GPT-4.1 Mini,12,baseline,1,0,0,1,0.16322701688555355,12,NA,NA
GPT-4.1 Mini,12,treatment,1,0,0,1,0.16322701688555355,12,0.12903225806451604,5
GPT-4.1 Mini,13,baseline,1,0,0,1,0.1316998468606433,15,NA,NA
GPT-4.1 Mini,13,treatment,1,0,0,1,0.1316998468606433,15,0.30130807397383846,7
GPT-4.1 Mini,14,baseline,1,0,0,1,0.26711749788672867,27,NA,NA
GPT-4.1 Mini,14,treatment,1,0,0,1,0.26711749788672867,27,0.4576384256170781,3
GPT-4.1 Mini,15,baseline,1,0,0,1,0.2848689771766694,23,NA,NA
GPT-4.1 Mini,15,treatment,1,0,0,1,0.2848689771766694,23,0.05197368421052638,5
GPT-4.1 Mini,16,baseline,1,0,0,1,0.2829815303430079,10,NA,NA
GPT-4.1 Mini,16,treatment,1,0,0,1,0.2829815303430079,10,0.43136246786632393,10
GPT-4.1 Mini,17,baseline,1,0,0,1,0.23098591549295783,17,NA,NA
GPT-4.1 Mini,17,treatment,1,0,0,1,0.23098591549295783,17,0.07459954233409606,4
GPT-4.1 Mini,18,baseline,1,0,0,1,0.2374670184696571,17,NA,NA
GPT-4.1 Mini,18,treatment,1,0,0,1,0.2374670184696571,17,0.22601279317697215,3
GPT-4.1 Mini,19,baseline,1,0,0,1,0.2627291242362526,12,NA,NA
GPT-4.1 Mini,19,treatment,1,0,0,1,0.2627291242362526,12,0.12903225806451604,5
GPT-4.1 Mini,20,baseline,1,0,0,1,0.24513947590870672,18,NA,NA
GPT-4.1 Mini,20,treatment,1,0,0,1,0.24513947590870672,18,0.5410726408689748,5
GPT-4.1 Mini,21,baseline,1,0,0,1,0.19775820656525225,12,NA,NA
GPT-4.1 Mini,21,treatment,1,0,0,1,0.19775820656525225,12,0.5173796791443849,7
GPT-4.1 Mini,22,baseline,1,0,0,1,0.17698561601000626,10,NA,NA
GPT-4.1 Mini,22,treatment,1,0,0,1,0.17698561601000626,10,0.11583421891604674,3
GPT-4.1 Mini,23,baseline,1,0,0,1,0.200160128102482,19,NA,NA
GPT-4.1 Mini,23,treatment,1,0,0,1,0.200160128102482,19,0.4576384256170781,3
GPT-4.1 Mini,24,baseline,1,0,0,1,0.1649395509499137,35,NA,NA
GPT-4.1 Mini,24,treatment,1,0,0,1,0.1649395509499137,35,0.03743513713862113,15
GPT-4.1 Mini,25,baseline,1,0,0,1,0.21202531645569617,13,NA,NA
GPT-4.1 Mini,25,treatment,1,0,0,1,0.21202531645569617,13,0.31940818102698,3
GPT-4.1 Mini,26,baseline,1,0,0,1,0.23815789473684215,5,NA,NA
GPT-4.1 Mini,26,treatment,1,0,0,1,0.23815789473684215,5,0.11583421891604674,3
GPT-4.1 Mini,27,baseline,1,0,0,1,0.21838496698831877,7,NA,NA
GPT-4.1 Mini,27,treatment,1,0,0,1,0.21838496698831877,7,0.12463526469362245,5
GPT-4.1 Mini,28,baseline,1,0,0,1,0.10362429811128132,12,NA,NA
GPT-4.1 Mini,28,treatment,1,0,0,1,0.10362429811128132,12,0.3344125809435708,4
GPT-4.1 Mini,29,baseline,1,0,0,1,0.2441471571906356,17,NA,NA
GPT-4.1 Mini,29,treatment,1,0,0,1,0.2441471571906356,17,0.12903225806451604,5
GPT-4.1 Mini,30,baseline,0,1,0,0,0.2540106951871658,5,NA,NA
GPT-4.1 Mini,30,treatment,1,0,0,1,0.2540106951871658,5,0.22601279317697215,3
GPT-4.1 Mini,31,baseline,1,0,0,1,0.2597955706984667,5,NA,NA
GPT-4.1 Mini,31,treatment,1,0,0,1,0.2597955706984667,5,0.9506423258958758,5
GPT-4.1 Mini,32,baseline,1,0,0,1,0.2169735788630904,15,NA,NA
GPT-4.1 Mini,32,treatment,1,0,0,1,0.2169735788630904,15,0.05197368421052638,5
GPT-4.1 Mini,33,baseline,1,0,0,1,0.11111111111111104,18,NA,NA
GPT-4.1 Mini,33,treatment,1,0,0,1,0.11111111111111104,18,0.1958620689655172,5
GPT-4.1 Mini,34,baseline,1,0,0,1,0.11071312276131548,7,NA,NA
GPT-4.1 Mini,34,treatment,1,0,0,1,0.11071312276131548,7,0.2820287305775432,3
GPT-4.1 Mini,35,baseline,1,0,0,1,0.10192307692307696,18,NA,NA
GPT-4.1 Mini,35,treatment,1,0,0,1,0.10192307692307696,18,0.09025180752929438,6
GPT-4.1 Mini,36,baseline,1,0,0,1,0.1914893617021277,20,NA,NA
GPT-4.1 Mini,36,treatment,1,0,0,1,0.1914893617021277,20,0.07107142857142852,5
GPT-4.1 Mini,37,baseline,1,0,0,1,0.17416829745596868,7,NA,NA
GPT-4.1 Mini,37,treatment,1,0,0,1,0.17416829745596868,7,0.38805555555555554,7
GPT-4.1 Mini,38,baseline,1,0,0,1,0.13635116598079558,5,NA,NA
GPT-4.1 Mini,38,treatment,1,0,0,1,0.13635116598079558,5,0.05577015934331229,3
GPT-4.1 Mini,39,baseline,1,0,0,1,0.1635817908954479,14,NA,NA
GPT-4.1 Mini,39,treatment,0,1,0,0,0.1635817908954479,14,0.15541702493551154,7
GPT-4.1 Mini,40,baseline,1,0,0,1,0.17255671902268752,20,NA,NA
GPT-4.1 Mini,40,treatment,1,0,0,1,0.17255671902268752,20,0.07218604651162795,5
GPT-4.1 Mini,41,baseline,1,0,0,1,0.23476005188067445,9,NA,NA
GPT-4.1 Mini,41,treatment,1,0,0,1,0.23476005188067445,9,0.1901260504201682,4
GPT-4.1 Mini,42,baseline,1,0,0,1,0.26180021953896815,7,NA,NA
GPT-4.1 Mini,42,treatment,1,0,0,1,0.26180021953896815,7,0.5076120052196607,3
GPT-4.1 Mini,43,baseline,1,0,0,1,0.14037698412698404,19,NA,NA
GPT-4.1 Mini,43,treatment,1,0,0,1,0.14037698412698404,19,0.06481078729882567,4
GPT-4.1 Mini,44,baseline,1,0,0,1,0.1302907618697092,20,NA,NA
GPT-4.1 Mini,44,treatment,1,0,0,1,0.1302907618697092,20,0.18528166720937797,8
GPT-4.1 Mini,45,baseline,1,0,0,1,0.19597989949748745,21,NA,NA
GPT-4.1 Mini,45,treatment,1,0,0,1,0.19597989949748745,21,0.1901260504201682,4
GPT-4.1 Mini,46,baseline,1,0,0,1,0.08457341269841262,19,NA,NA
GPT-4.1 Mini,46,treatment,1,0,0,1,0.08457341269841262,19,0.11959753029956562,4
GPT-4.1 Mini,47,baseline,1,0,0,1,0.16329082270567644,14,NA,NA
GPT-4.1 Mini,47,treatment,1,0,0,1,0.16329082270567644,14,0.15541702493551154,7
GPT-4.1 Mini,48,baseline,1,0,0,1,0.10955477738869442,18,NA,NA
GPT-4.1 Mini,48,treatment,1,0,0,1,0.10955477738869442,18,0.1722272317403066,4
GPT-4.1 Mini,49,baseline,1,0,0,1,0.2198952879581151,17,NA,NA
GPT-4.1 Mini,49,treatment,1,0,0,1,0.2198952879581151,17,0.13108011444921314,9
GPT-4.1 Mini,50,baseline,1,0,0,1,0.1537698412698413,29,NA,NA
GPT-4.1 Mini,50,treatment,1,0,0,1,0.1537698412698413,29,0.15541702493551154,7
GPT-4.1 Mini,51,baseline,1,0,0,1,0.15384615384615388,17,NA,NA
GPT-4.1 Mini,51,treatment,1,0,0,1,0.15384615384615388,17,0.09476190476190469,5
GPT-4.1 Mini,52,baseline,1,0,0,1,0.21255306246209843,16,NA,NA
GPT-4.1 Mini,52,treatment,1,0,0,1,0.21255306246209843,16,0.1092773193298324,4
GPT-4.1 Mini,53,baseline,1,0,0,1,0.23418319169027388,5,NA,NA
GPT-4.1 Mini,53,treatment,1,0,0,1,0.23418319169027388,5,0.07115531752104053,3
GPT-4.1 Mini,54,baseline,1,0,0,1,0.09711934156378596,20,NA,NA
GPT-4.1 Mini,54,treatment,1,0,0,1,0.09711934156378596,20,0.1092773193298324,4
GPT-4.1 Mini,55,baseline,1,0,0,1,0.08545797922568454,12,NA,NA
GPT-4.1 Mini,55,treatment,1,0,0,1,0.08545797922568454,12,0.5076120052196607,3
GPT-4.1 Mini,56,baseline,1,0,0,1,0.20137362637362632,12,NA,NA
GPT-4.1 Mini,56,treatment,1,0,0,1,0.20137362637362632,12,0.11959753029956562,4
GPT-4.1 Mini,57,baseline,1,0,0,1,0.2133882595262616,20,NA,NA
GPT-4.1 Mini,57,treatment,1,0,0,1,0.2133882595262616,20,0.0736717025971822,7
GPT-4.1 Mini,58,baseline,1,0,0,1,0.10019841269841268,33,NA,NA
GPT-4.1 Mini,58,treatment,1,0,0,1,0.10019841269841268,33,0.1722272317403066,4
GPT-4.1 Mini,59,baseline,1,0,0,1,0.16317626527050608,22,NA,NA
GPT-4.1 Mini,59,treatment,1,0,0,1,0.16317626527050608,22,0.1092773193298324,4
GPT-4.1 Mini,60,baseline,1,0,0,1,0.290285049447353,18,NA,NA
GPT-4.1 Mini,60,treatment,1,0,0,1,0.290285049447353,18,0.1722272317403066,4
GPT-4.1 Mini,61,baseline,1,0,0,1,0.08510638297872349,6,NA,NA
GPT-4.1 Mini,61,treatment,1,0,0,1,0.08510638297872349,6,0.06617647058823534,3
GPT-4.1 Mini,62,baseline,1,0,0,1,0.15377957299480685,13,NA,NA
GPT-4.1 Mini,62,treatment,1,0,0,1,0.15377957299480685,13,0.1092773193298324,4
GPT-4.1 Mini,63,baseline,1,0,0,1,0.19676064787042577,5,NA,NA
GPT-4.1 Mini,63,treatment,1,0,0,1,0.19676064787042577,5,0.8671679197994988,3
GPT-4.1 Mini,64,baseline,1,0,0,1,0.12672521957340033,12,NA,NA
GPT-4.1 Mini,64,treatment,1,0,0,1,0.12672521957340033,12,0.3485523385300667,4
GPT-4.1 Mini,65,baseline,1,0,0,1,0.2987012987012987,27,NA,NA
GPT-4.1 Mini,65,treatment,1,0,0,1,0.2987012987012987,27,0.16874999999999996,4
GPT-4.1 Mini,66,baseline,1,0,0,1,0.17975937721160656,8,NA,NA
GPT-4.1 Mini,66,treatment,1,0,0,1,0.17975937721160656,8,0.05998800239952009,3
GPT-4.1 Mini,67,baseline,1,0,0,1,0.1516070345664039,20,NA,NA
GPT-4.1 Mini,67,treatment,1,0,0,1,0.1516070345664039,20,0.4739336492890996,4
GPT-4.1 Mini,68,treatment,0,0,1,NA,0.10078277886497056,20,0.2755555555555555,3
GPT-4.1 Mini,69,baseline,1,0,0,1,0.28214171208720745,10,NA,NA
GPT-4.1 Mini,69,treatment,1,0,0,1,0.28214171208720745,10,0.12478119529882456,5
GPT-4.1 Mini,70,baseline,1,0,0,1,0.09500000000000004,7,NA,NA
GPT-4.1 Mini,70,treatment,1,0,0,1,0.09500000000000004,7,0.2537508153946509,5
GPT-4.1 Mini,71,baseline,1,0,0,1,0.17593198168737748,32,NA,NA
GPT-4.1 Mini,71,treatment,1,0,0,1,0.17593198168737748,32,0.1117908787541712,3
GPT-4.1 Mini,72,baseline,1,0,0,1,0.08825910931174089,9,NA,NA
GPT-4.1 Mini,72,treatment,1,0,0,1,0.08825910931174089,9,0.09895833333333334,4
GPT-4.1 Mini,73,baseline,1,0,0,1,0.17314930991217062,6,NA,NA
GPT-4.1 Mini,73,treatment,0,0,1,NA,0.17314930991217062,6,0.05775401069518726,3
GPT-4.1 Mini,74,baseline,1,0,0,1,0.22747952684258416,13,NA,NA
GPT-4.1 Mini,74,treatment,1,0,0,1,0.22747952684258416,13,0.32097850259451444,3
GPT-4.1 Mini,75,baseline,1,0,0,1,0.2077852348993289,25,NA,NA
GPT-4.1 Mini,75,treatment,1,0,0,1,0.2077852348993289,25,0.04667703934207604,10
GPT-4.1 Mini,76,baseline,1,0,0,1,0.0910910910910911,13,NA,NA
GPT-4.1 Mini,76,treatment,1,0,0,1,0.0910910910910911,13,0.23761467889908255,3
GPT-4.1 Mini,77,baseline,1,0,0,1,0.14479166666666674,12,NA,NA
GPT-4.1 Mini,77,treatment,1,0,0,1,0.14479166666666674,12,0.18198362147406733,4
GPT-4.1 Mini,78,baseline,1,0,0,1,0.2445531347265451,18,NA,NA
GPT-4.1 Mini,78,treatment,1,0,0,1,0.2445531347265451,18,0.167202572347267,5
GPT-4.1 Mini,79,baseline,1,0,0,1,0.25012506253126565,30,NA,NA
GPT-4.1 Mini,79,treatment,1,0,0,1,0.25012506253126565,30,0.3201280512204884,4
GPT-4.1 Mini,80,baseline,1,0,0,1,0.1151481274455002,5,NA,NA
GPT-4.1 Mini,80,treatment,1,0,0,1,0.1151481274455002,5,0.8671679197994988,3
GPT-4.1 Mini,81,baseline,1,0,0,1,0.2748466257668712,18,NA,NA
GPT-4.1 Mini,81,treatment,1,0,0,1,0.2748466257668712,18,0.5146775745909529,10
GPT-4.1 Mini,82,baseline,1,0,0,1,0.27583367641004525,10,NA,NA
GPT-4.1 Mini,82,treatment,1,0,0,1,0.27583367641004525,10,0.26072926750564707,4
GPT-4.1 Mini,83,baseline,1,0,0,1,0.2938311688311688,17,NA,NA
GPT-4.1 Mini,83,treatment,1,0,0,1,0.2938311688311688,17,0.6248431618569635,4
GPT-4.1 Mini,84,baseline,1,0,0,1,0.14028056112224452,12,NA,NA
GPT-4.1 Mini,84,treatment,1,0,0,1,0.14028056112224452,12,0.876977152899824,3
GPT-4.1 Mini,85,baseline,1,0,0,1,0.24875000000000003,18,NA,NA
GPT-4.1 Mini,85,treatment,1,0,0,1,0.24875000000000003,18,0.5005005005005005,3
GPT-4.1 Mini,86,baseline,1,0,0,1,0.1795727636849133,5,NA,NA
GPT-4.1 Mini,86,treatment,1,0,0,1,0.1795727636849133,5,0.21618562535370664,3
GPT-4.1 Mini,87,baseline,1,0,0,1,0.1508852963818321,35,NA,NA
GPT-4.1 Mini,87,treatment,1,0,0,1,0.1508852963818321,35,0.33712374581939797,3
GPT-4.1 Mini,88,baseline,1,0,0,1,0.2840675174969124,18,NA,NA
GPT-4.1 Mini,88,treatment,1,0,0,1,0.2840675174969124,18,0.3453029817249118,5
GPT-4.1 Mini,89,baseline,1,0,0,1,0.2142857142857143,27,NA,NA
GPT-4.1 Mini,89,treatment,1,0,0,1,0.2142857142857143,27,0.5006257822277848,4
GPT-4.1 Mini,90,baseline,1,0,0,1,0.12627986348122866,18,NA,NA
GPT-4.1 Mini,90,treatment,1,0,0,1,0.12627986348122866,18,0.07186147186147186,5
GPT-4.1 Mini,91,baseline,1,0,0,1,0.19692307692307687,30,NA,NA
GPT-4.1 Mini,91,treatment,1,0,0,1,0.19692307692307687,30,0.07583547557840624,3
GPT-4.1 Mini,92,baseline,1,0,0,1,0.17540106951871665,24,NA,NA
GPT-4.1 Mini,92,treatment,1,0,0,1,0.17540106951871665,24,0.30573248407643305,3
GPT-4.1 Mini,93,baseline,1,0,0,1,0.12507817385866157,17,NA,NA
GPT-4.1 Mini,93,treatment,1,0,0,1,0.12507817385866157,17,0.22290161200667047,4
GPT-4.1 Mini,94,baseline,1,0,0,1,0.22234574763757645,16,NA,NA
GPT-4.1 Mini,94,treatment,1,0,0,1,0.22234574763757645,16,0.2660300136425649,3
GPT-4.1 Mini,95,baseline,1,0,0,1,0.10233766233766228,20,NA,NA
GPT-4.1 Mini,95,treatment,1,0,0,1,0.10233766233766228,20,0.28817153628652226,5
GPT-4.1 Mini,96,baseline,1,0,0,1,0.13590909090909084,35,NA,NA
GPT-4.1 Mini,96,treatment,1,0,0,1,0.13590909090909084,35,0.19847939175670273,3
GPT-4.1 Mini,97,baseline,1,0,0,1,0.1486086441681467,12,NA,NA
GPT-4.1 Mini,97,treatment,1,0,0,1,0.1486086441681467,12,0.28814432989690725,5
GPT-4.1 Mini,98,baseline,1,0,0,1,0.2695942190105615,23,NA,NA
GPT-4.1 Mini,98,treatment,1,0,0,1,0.2695942190105615,23,0.0941330998248686,3
GPT-4.1 Mini,99,baseline,1,0,0,1,0.15236629472874186,12,NA,NA
GPT-4.1 Mini,99,treatment,1,0,0,1,0.15236629472874186,12,0.16293823038397326,4
GPT-4.1 Mini,100,baseline,1,0,0,1,0.09888698630136997,13,NA,NA
GPT-4.1 Mini,100,treatment,1,0,0,1,0.09888698630136997,13,0.09388391118036604,3
GPT-4.1 Mini,101,baseline,1,0,0,1,0.231442869057548,13,NA,NA
GPT-4.1 Mini,101,treatment,1,0,0,1,0.231442869057548,13,0.0833051134439552,4
GPT-4.1 Mini,102,baseline,1,0,0,1,0.12724434035909438,31,NA,NA
GPT-4.1 Mini,102,treatment,1,0,0,1,0.12724434035909438,31,0.5235457063711911,3
GPT-4.1 Mini,103,baseline,1,0,0,1,0.08698999230177051,23,NA,NA
GPT-4.1 Mini,103,treatment,1,0,0,1,0.08698999230177051,23,0.09135977337110487,3
GPT-4.1 Mini,104,baseline,1,0,0,1,0.2031168831168831,35,NA,NA
GPT-4.1 Mini,104,treatment,1,0,0,1,0.2031168831168831,35,0.12651122625215888,3
GPT-4.1 Mini,105,baseline,1,0,0,1,0.19264214046822736,5,NA,NA
GPT-4.1 Mini,105,treatment,1,0,0,1,0.19264214046822736,5,0.15395401009534498,3
GPT-4.1 Mini,106,baseline,1,0,0,1,0.12741312741312744,15,NA,NA
GPT-4.1 Mini,106,treatment,1,0,0,1,0.12741312741312744,15,0.09246575342465752,3
GPT-4.1 Mini,107,baseline,1,0,0,1,0.2240691489361703,6,NA,NA
GPT-4.1 Mini,107,treatment,1,0,0,1,0.2240691489361703,6,0.08147745790331341,3
GPT-4.1 Mini,108,baseline,1,0,0,1,0.18561001042752864,19,NA,NA
GPT-4.1 Mini,108,treatment,1,0,0,1,0.18561001042752864,19,0.17985927880386984,5
GPT-4.1 Mini,109,baseline,1,0,0,1,0.28523769808173477,22,NA,NA
GPT-4.1 Mini,109,treatment,0,0,1,NA,0.28523769808173477,22,0.15444516547696294,3
GPT-4.1 Mini,110,baseline,1,0,0,1,0.09312638580931262,20,NA,NA
GPT-4.1 Mini,110,treatment,1,0,0,1,0.09312638580931262,20,0.6896551724137931,3
GPT-4.1 Mini,111,baseline,1,0,0,1,0.23858615611192932,12,NA,NA
GPT-4.1 Mini,111,treatment,1,0,0,1,0.23858615611192932,12,0.24494649227110588,5
GPT-4.1 Mini,112,baseline,1,0,0,1,0.27478753541076495,7,NA,NA
GPT-4.1 Mini,112,treatment,1,0,0,1,0.27478753541076495,7,0.3666666666666667,3
GPT-4.1 Mini,113,baseline,1,0,0,1,0.0954118873826904,5,NA,NA
GPT-4.1 Mini,113,treatment,0,0,1,NA,0.0954118873826904,5,0.18967158495954303,3
GPT-4.1 Mini,114,baseline,1,0,0,1,0.27674294837679614,13,NA,NA
GPT-4.1 Mini,114,treatment,1,0,0,1,0.27674294837679614,13,0.6048353480616925,7
GPT-4.1 Mini,115,baseline,1,0,0,1,0.08078602620087338,10,NA,NA
GPT-4.1 Mini,115,treatment,0,0,1,NA,0.08078602620087338,10,0.2626262626262626,4
GPT-4.1 Mini,116,baseline,1,0,0,1,0.2726628895184136,18,NA,NA
GPT-4.1 Mini,116,treatment,1,0,0,1,0.2726628895184136,18,0.0573177518085699,3
GPT-4.1 Mini,117,baseline,1,0,0,1,0.2551481667503766,30,NA,NA
GPT-4.1 Mini,117,treatment,1,0,0,1,0.2551481667503766,30,0.19847939175670273,3
GPT-4.1 Mini,118,baseline,1,0,0,1,0.12314606741573028,27,NA,NA
GPT-4.1 Mini,118,treatment,1,0,0,1,0.12314606741573028,27,0.19847939175670273,3
GPT-4.1 Mini,119,baseline,1,0,0,1,0.1511102747459541,30,NA,NA
GPT-4.1 Mini,119,treatment,1,0,0,1,0.1511102747459541,30,0.06179499754781757,7
GPT-4.1 Mini,120,baseline,1,0,0,1,0.2321675558190081,32,NA,NA
GPT-4.1 Mini,120,treatment,1,0,0,1,0.2321675558190081,32,0.07889672867222582,5
GPT-4.1 Mini,121,baseline,1,0,0,1,0.13590909090909084,17,NA,NA
GPT-4.1 Mini,121,treatment,1,0,0,1,0.13590909090909084,17,0.33653461384553823,4
GPT-4.1 Mini,122,baseline,1,0,0,1,0.1384965831435079,32,NA,NA
GPT-4.1 Mini,122,treatment,1,0,0,1,0.1384965831435079,32,0.33653461384553823,4
GPT-4.1 Mini,123,baseline,1,0,0,1,0.09406392694063938,20,NA,NA
GPT-4.1 Mini,123,treatment,0,0,1,NA,0.09406392694063938,20,0.4090150250417361,5
GPT-4.1 Mini,124,baseline,1,0,0,1,0.26871552403467314,30,NA,NA
GPT-4.1 Mini,124,treatment,1,0,0,1,0.26871552403467314,30,0.1496894409937888,7
GPT-4.1 Mini,125,baseline,1,0,0,1,0.17078052034689797,11,NA,NA
